"country","province","date","cases","deaths","recovered"
"4938","China","jilin",2020-03-17,93,1,92
"4939","China","liaoning",2020-03-17,125,1,120
"4940","China","macau",2020-03-17,12,0,10
"4949","China","ningxia",2020-03-17,75,0,75
"4956","China","qinghai",2020-03-17,18,0,18
"4965","China","shaanxi",2020-03-17,246,3,236
"4966","China","shandong",2020-03-17,761,7,746
"4967","China","shanghai",2020-03-17,358,3,325
"4968","China","shanxi",2020-03-17,133,0,133
"4969","China","sichuan",2020-03-17,540,3,520
"4974","China","tianjin",2020-03-17,136,3,133
"4975","China","tibet",2020-03-17,1,0,1
"4977","China","unknown",2020-03-17,0,0,0
"4981","China","xinjiang",2020-03-17,76,3,73
"4983","China","yunnan",2020-03-17,176,2,172
"4984","China","zhejiang",2020-03-17,1232,1,1216
"4987","China","anhui",2020-03-18,990,6,984
"4990","China","beijing",2020-03-18,469,8,378
"4997","China","chongqing",2020-03-18,576,6,570
"5005","China","fujian",2020-03-18,296,1,295
"5006","China","gansu",2020-03-18,133,2,91
"5011","China","guangdong",2020-03-18,1370,8,1313
"5012","China","guangxi",2020-03-18,253,2,250
"5014","China","guizhou",2020-03-18,146,2,144
"5015","China","hainan",2020-03-18,168,6,161
"5016","China","hebei",2020-03-18,318,6,310
"5017","China","heilongjiang",2020-03-18,482,13,459
"5018","China","henan",2020-03-18,1273,22,1250
"5019","China","hong kong",2020-03-18,181,4,92
"5020","China","hubei",2020-03-18,67800,3122,56927
"5021","China","hunan",2020-03-18,1018,4,1014
"5022","China","inner mongolia",2020-03-18,75,1,73
"5025","China","jiangsu",2020-03-18,631,0,631
"5026","China","jiangxi",2020-03-18,935,1,934
"5027","China","jilin",2020-03-18,93,1,92
"5028","China","liaoning",2020-03-18,125,1,122
"5029","China","macau",2020-03-18,15,0,10
"5038","China","ningxia",2020-03-18,75,0,75
"5045","China","qinghai",2020-03-18,18,0,18
"5054","China","shaanxi",2020-03-18,246,3,237
"5055","China","shandong",2020-03-18,761,7,746
"5056","China","shanghai",2020-03-18,361,3,326
"5057","China","shanxi",2020-03-18,133,0,133
"5058","China","sichuan",2020-03-18,540,3,525
"5063","China","tianjin",2020-03-18,136,3,133
"5064","China","tibet",2020-03-18,1,0,1
"5066","China","unknown",2020-03-18,0,0,0
"5070","China","xinjiang",2020-03-18,76,3,73
"5072","China","yunnan",2020-03-18,176,2,172
"5073","China","zhejiang",2020-03-18,1232,1,1216
"5076","China","anhui",2020-03-19,990,6,984
"5079","China","beijing",2020-03-19,480,8,380
"5086","China","chongqing",2020-03-19,576,6,570
"5094","China","fujian",2020-03-19,296,1,295
"5095","China","gansu",2020-03-19,134,2,91
"5100","China","guangdong",2020-03-19,1378,8,1318
"5101","China","guangxi",2020-03-19,253,2,250
"5103","China","guizhou",2020-03-19,146,2,144
"5104","China","hainan",2020-03-19,168,6,161
"5105","China","hebei",2020-03-19,318,6,310
"5106","China","heilongjiang",2020-03-19,483,13,460
"5107","China","henan",2020-03-19,1273,22,1250
"5108","China","hong kong",2020-03-19,208,4,95
"5109","China","hubei",2020-03-19,67800,3130,57682
"5110","China","hunan",2020-03-19,1018,4,1014
"5111","China","inner mongolia",2020-03-19,75,1,74
"5114","China","jiangsu",2020-03-19,631,0,631
"5115","China","jiangxi",2020-03-19,935,1,934
"5116","China","jilin",2020-03-19,93,1,92
"5117","China","liaoning",2020-03-19,125,1,122
"5118","China","macau",2020-03-19,17,0,10
"5127","China","ningxia",2020-03-19,75,0,75
"5134","China","qinghai",2020-03-19,18,0,18
"5143","China","shaanxi",2020-03-19,246,3,237
"5144","China","shandong",2020-03-19,761,7,747
"5145","China","shanghai",2020-03-19,363,3,326
"5146","China","shanxi",2020-03-19,133,0,133
"5147","China","sichuan",2020-03-19,540,3,536
"5152","China","tianjin",2020-03-19,137,3,133
"5153","China","tibet",2020-03-19,1,0,1
"5155","China","unknown",2020-03-19,0,0,0
"5159","China","xinjiang",2020-03-19,76,3,73
"5161","China","yunnan",2020-03-19,176,2,172
"5162","China","zhejiang",2020-03-19,1233,1,1217
"5165","China","anhui",2020-03-20,990,6,984
"5168","China","beijing",2020-03-20,491,8,390
"5175","China","chongqing",2020-03-20,576,6,570
"5183","China","fujian",2020-03-20,299,1,295
"5184","China","gansu",2020-03-20,134,2,98
"5189","China","guangdong",2020-03-20,1395,8,1323
"5190","China","guangxi",2020-03-20,254,2,250
"5192","China","guizhou",2020-03-20,146,2,144
"5193","China","hainan",2020-03-20,168,6,161
"5194","China","hebei",2020-03-20,318,6,310
"5195","China","heilongjiang",2020-03-20,484,13,463
"5196","China","henan",2020-03-20,1273,22,1250
"5197","China","hong kong",2020-03-20,256,4,98
"5198","China","hubei",2020-03-20,67800,3133,58382
"5199","China","hunan",2020-03-20,1018,4,1014
"5200","China","inner mongolia",2020-03-20,75,1,74
"5203","China","jiangsu",2020-03-20,631,0,631
"5204","China","jiangxi",2020-03-20,935,1,934
"5205","China","jilin",2020-03-20,93,1,92
"5206","China","liaoning",2020-03-20,126,2,122
"5207","China","macau",2020-03-20,17,0,10
"5216","China","ningxia",2020-03-20,75,0,75
"5223","China","qinghai",2020-03-20,18,0,18
"5232","China","shaanxi",2020-03-20,247,3,237
"5233","China","shandong",2020-03-20,762,7,748
"5234","China","shanghai",2020-03-20,371,3,326
"5235","China","shanxi",2020-03-20,133,0,133
"5236","China","sichuan",2020-03-20,541,3,536
"5241","China","tianjin",2020-03-20,137,3,133
"5242","China","tibet",2020-03-20,1,0,1
"5244","China","unknown",2020-03-20,0,0,0
"5248","China","xinjiang",2020-03-20,76,3,73
"5250","China","yunnan",2020-03-20,176,2,172
"5251","China","zhejiang",2020-03-20,1234,1,1219
"5254","China","anhui",2020-03-21,990,6,984
"5257","China","beijing",2020-03-21,504,8,396
"5264","China","chongqing",2020-03-21,576,6,570
"5272","China","fujian",2020-03-21,303,1,295
"5273","China","gansu",2020-03-21,134,2,113
"5278","China","guangdong",2020-03-21,1400,8,1325
"5279","China","guangxi",2020-03-21,254,2,250
"5281","China","guizhou",2020-03-21,146,2,144
"5282","China","hainan",2020-03-21,168,6,161
"5283","China","hebei",2020-03-21,318,6,310
"5284","China","heilongjiang",2020-03-21,484,13,463
"5285","China","henan",2020-03-21,1273,22,1250
"5286","China","hong kong",2020-03-21,273,4,98
"5287","China","hubei",2020-03-21,67800,3139,58946
"5288","China","hunan",2020-03-21,1018,4,1014
"5289","China","inner mongolia",2020-03-21,75,1,74
"5292","China","jiangsu",2020-03-21,631,0,631
"5293","China","jiangxi",2020-03-21,935,1,934
"5294","China","jilin",2020-03-21,93,1,92
"5295","China","liaoning",2020-03-21,126,2,122
"5296","China","macau",2020-03-21,18,0,10
"5305","China","ningxia",2020-03-21,75,0,75
"5312","China","qinghai",2020-03-21,18,0,18
"5321","China","shaanxi",2020-03-21,248,3,239
"5322","China","shandong",2020-03-21,764,7,749
"5323","China","shanghai",2020-03-21,380,3,327
"5324","China","shanxi",2020-03-21,133,0,133
"5325","China","sichuan",2020-03-21,542,3,536
"5330","China","tianjin",2020-03-21,137,3,133
"5331","China","tibet",2020-03-21,1,0,1
"5333","China","unknown",2020-03-21,0,0,0
"5337","China","xinjiang",2020-03-21,76,3,73
"5339","China","yunnan",2020-03-21,176,2,172
"5340","China","zhejiang",2020-03-21,1236,1,1219
"5343","China","anhui",2020-03-22,990,6,984
"5346","China","beijing",2020-03-22,522,8,400
"5353","China","chongqing",2020-03-22,577,6,570
"5361","China","fujian",2020-03-22,313,1,295
"5362","China","gansu",2020-03-22,136,2,114
"5367","China","guangdong",2020-03-22,1413,8,1329
"5368","China","guangxi",2020-03-22,254,2,250
"5370","China","guizhou",2020-03-22,146,2,144
"5371","China","hainan",2020-03-22,168,6,161
"5372","China","hebei",2020-03-22,319,6,310
"5373","China","heilongjiang",2020-03-22,484,13,466
"5374","China","henan",2020-03-22,1274,22,1250
"5375","China","hong kong",2020-03-22,317,4,100
"5376","China","hubei",2020-03-22,67800,3153,59433
"5377","China","hunan",2020-03-22,1018,4,1014
"5378","China","inner mongolia",2020-03-22,75,1,74
"5381","China","jiangsu",2020-03-22,633,0,631
"5382","China","jiangxi",2020-03-22,936,1,934
"5383","China","jilin",2020-03-22,93,1,92
"5384","China","liaoning",2020-03-22,127,2,124
"5385","China","macau",2020-03-22,24,0,10
"5394","China","ningxia",2020-03-22,75,0,75
"5401","China","qinghai",2020-03-22,18,0,18
"5410","China","shaanxi",2020-03-22,248,3,239
"5411","China","shandong",2020-03-22,767,7,750
"5412","China","shanghai",2020-03-22,404,4,328
"5413","China","shanxi",2020-03-22,133,0,133
"5414","China","sichuan",2020-03-22,543,3,536
"5419","China","tianjin",2020-03-22,137,3,133
"5420","China","tibet",2020-03-22,1,0,1
"5422","China","unknown",2020-03-22,0,0,0
"5426","China","xinjiang",2020-03-22,76,3,73
"5428","China","yunnan",2020-03-22,176,2,172
"5429","China","zhejiang",2020-03-22,1238,1,1219
"5432","China","anhui",2020-03-23,990,6,984
"5435","China","beijing",2020-03-23,537,8,400
"5442","China","chongqing",2020-03-23,578,6,570
"5450","China","fujian",2020-03-23,313,1,295
"5451","China","gansu",2020-03-23,136,2,114
"5456","China","guangdong",2020-03-23,1415,8,1332
"5457","China","guangxi",2020-03-23,254,2,250
"5459","China","guizhou",2020-03-23,146,2,144
"5460","China","hainan",2020-03-23,168,6,161
"5461","China","hebei",2020-03-23,319,6,310
"5462","China","heilongjiang",2020-03-23,484,13,465
"5463","China","henan",2020-03-23,1274,22,1250
"5464","China","hong kong",2020-03-23,351,4,100
"5465","China","hubei",2020-03-23,67800,3153,59879
"5466","China","hunan",2020-03-23,1018,4,1014
"5467","China","inner mongolia",2020-03-23,75,1,74
"5470","China","jiangsu",2020-03-23,633,0,631
"5471","China","jiangxi",2020-03-23,936,1,934
"5472","China","jilin",2020-03-23,93,1,92
"5473","China","liaoning",2020-03-23,127,2,124
"5474","China","macau",2020-03-23,24,0,10
"5483","China","ningxia",2020-03-23,75,0,75
"5490","China","qinghai",2020-03-23,18,0,18
"5499","China","shaanxi",2020-03-23,248,3,239
"5500","China","shandong",2020-03-23,768,7,751
"5501","China","shanghai",2020-03-23,404,4,329
"5502","China","shanxi",2020-03-23,134,0,133
"5503","China","sichuan",2020-03-23,543,3,536
"5508","China","tianjin",2020-03-23,141,3,133
"5509","China","tibet",2020-03-23,1,0,1
"5511","China","unknown",2020-03-23,0,0,0
"5515","China","xinjiang",2020-03-23,76,3,73
"5517","China","yunnan",2020-03-23,176,2,172
"5518","China","zhejiang",2020-03-23,1238,1,1221
"5521","China","anhui",2020-03-24,990,6,984
"5524","China","beijing",2020-03-24,558,8,401
"5531","China","chongqing",2020-03-24,578,6,570
"5539","China","fujian",2020-03-24,318,1,295
"5540","China","gansu",2020-03-24,136,2,119
"5545","China","guangdong",2020-03-24,1428,8,1333
"5546","China","guangxi",2020-03-24,254,2,250
"5548","China","guizhou",2020-03-24,146,2,144
"5549","China","hainan",2020-03-24,168,6,168
"5550","China","hebei",2020-03-24,319,6,310
"5551","China","heilongjiang",2020-03-24,484,13,468
"5552","China","henan",2020-03-24,1274,22,1250
"5553","China","hong kong",2020-03-24,382,4,101
"5554","China","hubei",2020-03-24,67801,3160,60324
"5555","China","hunan",2020-03-24,1018,4,1014
"5556","China","inner mongolia",2020-03-24,75,1,74
"5559","China","jiangsu",2020-03-24,636,0,631
"5560","China","jiangxi",2020-03-24,936,1,934
"5561","China","jilin",2020-03-24,93,1,92
"5562","China","liaoning",2020-03-24,127,2,124
"5563","China","macau",2020-03-24,25,0,10
"5572","China","ningxia",2020-03-24,75,0,75
"5579","China","qinghai",2020-03-24,18,0,18
"5588","China","shaanxi",2020-03-24,249,3,240
"5589","China","shandong",2020-03-24,768,7,752
"5590","China","shanghai",2020-03-24,414,4,330
"5591","China","shanxi",2020-03-24,134,0,133
"5592","China","sichuan",2020-03-24,545,3,536
"5597","China","tianjin",2020-03-24,145,3,133
"5598","China","tibet",2020-03-24,1,0,1
"5600","China","unknown",2020-03-24,0,0,0
"5604","China","xinjiang",2020-03-24,76,3,73
"5606","China","yunnan",2020-03-24,176,2,172
"5607","China","zhejiang",2020-03-24,1240,1,1221
"5610","China","anhui",2020-03-25,990,6,984
"5613","China","beijing",2020-03-25,561,8,403
"5620","China","chongqing",2020-03-25,578,6,570
"5628","China","fujian",2020-03-25,322,1,295
"5629","China","gansu",2020-03-25,136,2,119
"5634","China","guangdong",2020-03-25,1433,8,1336
"5635","China","guangxi",2020-03-25,254,2,250
"5637","China","guizhou",2020-03-25,146,2,144
"5638","China","hainan",2020-03-25,168,6,168
"5639","China","hebei",2020-03-25,319,6,310
"5640","China","heilongjiang",2020-03-25,484,13,468
"5641","China","henan",2020-03-25,1274,22,1250
"5642","China","hong kong",2020-03-25,407,4,102
"5643","China","hubei",2020-03-25,67801,3163,60811
"5644","China","hunan",2020-03-25,1018,4,1014
"5645","China","inner mongolia",2020-03-25,77,1,74
"5648","China","jiangsu",2020-03-25,638,0,631
"5649","China","jiangxi",2020-03-25,936,1,934
"5650","China","jilin",2020-03-25,94,1,92
"5651","China","liaoning",2020-03-25,127,2,124
"5652","China","macau",2020-03-25,30,0,10
"5661","China","ningxia",2020-03-25,75,0,75
"5668","China","qinghai",2020-03-25,18,0,18
"5677","China","shaanxi",2020-03-25,250,3,240
"5678","China","shandong",2020-03-25,769,7,752
"5679","China","shanghai",2020-03-25,433,5,330
"5680","China","shanxi",2020-03-25,134,0,133
"5681","China","sichuan",2020-03-25,547,3,536
"5686","China","tianjin",2020-03-25,145,3,133
"5687","China","tibet",2020-03-25,1,0,1
"5689","China","unknown",2020-03-25,0,0,0
"5693","China","xinjiang",2020-03-25,76,3,73
"5695","China","yunnan",2020-03-25,176,2,172
"5696","China","zhejiang",2020-03-25,1241,1,1221
"5699","China","anhui",2020-03-26,990,6,984
"5702","China","beijing",2020-03-26,566,8,406
"5709","China","chongqing",2020-03-26,578,6,570
"5717","China","fujian",2020-03-26,328,1,295
"5718","China","gansu",2020-03-26,136,2,121
"5723","China","guangdong",2020-03-26,1448,8,1336
"5724","China","guangxi",2020-03-26,254,2,250
"5726","China","guizhou",2020-03-26,146,2,144
"5727","China","hainan",2020-03-26,168,6,168
"5728","China","hebei",2020-03-26,319,6,310
"5729","China","heilongjiang",2020-03-26,484,13,469
"5730","China","henan",2020-03-26,1275,22,1250
"5731","China","hong kong",2020-03-26,452,4,110
"5732","China","hubei",2020-03-26,67801,3169,61201
"5733","China","hunan",2020-03-26,1018,4,1014
"5734","China","inner mongolia",2020-03-26,89,1,74
"5737","China","jiangsu",2020-03-26,640,0,631
"5738","China","jiangxi",2020-03-26,936,1,934
"5739","China","jilin",2020-03-26,95,1,92
"5740","China","liaoning",2020-03-26,128,2,124
"5741","China","macau",2020-03-26,31,0,10
"5750","China","ningxia",2020-03-26,75,0,75
"5757","China","qinghai",2020-03-26,18,0,18
"5766","China","shaanxi",2020-03-26,253,3,242
"5767","China","shandong",2020-03-26,771,7,752
"5768","China","shanghai",2020-03-26,451,5,331
"5769","China","shanxi",2020-03-26,135,0,133
"5770","China","sichuan",2020-03-26,547,3,536
"5775","China","tianjin",2020-03-26,151,3,133
"5776","China","tibet",2020-03-26,1,0,1
"5778","China","unknown",2020-03-26,0,0,0
"5782","China","xinjiang",2020-03-26,76,3,73
"5784","China","yunnan",2020-03-26,178,2,172
"5785","China","zhejiang",2020-03-26,1243,1,1222
"5788","China","anhui",2020-03-27,990,6,984
"5791","China","beijing",2020-03-27,569,8,408
"5798","China","chongqing",2020-03-27,578,6,570
"5806","China","fujian",2020-03-27,331,1,295
"5807","China","gansu",2020-03-27,136,2,123
"5812","China","guangdong",2020-03-27,1456,8,1337
"5813","China","guangxi",2020-03-27,254,2,250
"5815","China","guizhou",2020-03-27,146,2,144
"5816","China","hainan",2020-03-27,168,6,168
"5817","China","hebei",2020-03-27,319,6,310
"5818","China","heilongjiang",2020-03-27,484,13,469
"5819","China","henan",2020-03-27,1275,22,1250
"5820","China","hong kong",2020-03-27,494,4,110
"5821","China","hubei",2020-03-27,67801,3174,61732
"5822","China","hunan",2020-03-27,1018,4,1014
"5823","China","inner mongolia",2020-03-27,92,1,74
"5826","China","jiangsu",2020-03-27,641,0,631
"5827","China","jiangxi",2020-03-27,936,1,934
"5828","China","jilin",2020-03-27,95,1,92
"5829","China","liaoning",2020-03-27,128,2,124
"5830","China","macau",2020-03-27,33,0,10
"5839","China","ningxia",2020-03-27,75,0,75
"5846","China","qinghai",2020-03-27,18,0,18
"5855","China","shaanxi",2020-03-27,253,3,242
"5856","China","shandong",2020-03-27,772,7,752
"5857","China","shanghai",2020-03-27,468,5,334
"5858","China","shanxi",2020-03-27,135,0,133
"5859","China","sichuan",2020-03-27,548,3,536
"5864","China","tianjin",2020-03-27,155,3,133
"5865","China","tibet",2020-03-27,1,0,1
"5867","China","unknown",2020-03-27,0,0,0
"5871","China","xinjiang",2020-03-27,76,3,73
"5873","China","yunnan",2020-03-27,180,2,172
"5874","China","zhejiang",2020-03-27,1247,1,1222
"5877","China","anhui",2020-03-28,990,6,984
"5880","China","beijing",2020-03-28,573,8,410
"5887","China","chongqing",2020-03-28,578,6,570
"5895","China","fujian",2020-03-28,337,1,295
"5896","China","gansu",2020-03-28,136,2,125
"5901","China","guangdong",2020-03-28,1467,8,1341
"5902","China","guangxi",2020-03-28,254,2,250
"5904","China","guizhou",2020-03-28,146,2,144
"5905","China","hainan",2020-03-28,168,6,168
"5906","China","hebei",2020-03-28,319,6,310
"5907","China","heilongjiang",2020-03-28,484,13,469
"5908","China","henan",2020-03-28,1275,22,1251
"5909","China","hong kong",2020-03-28,526,4,112
"5910","China","hubei",2020-03-28,67801,3177,62098
"5911","China","hunan",2020-03-28,1018,4,1014
"5912","China","inner mongolia",2020-03-28,94,1,74
"5915","China","jiangsu",2020-03-28,641,0,631
"5916","China","jiangxi",2020-03-28,936,1,934
"5917","China","jilin",2020-03-28,97,1,92
"5918","China","liaoning",2020-03-28,132,2,124
"5919","China","macau",2020-03-28,37,0,10
"5928","China","ningxia",2020-03-28,75,0,75
"5935","China","qinghai",2020-03-28,18,0,18
"5944","China","shaanxi",2020-03-28,253,3,242
"5945","China","shandong",2020-03-28,772,7,752
